Gravité;Fichier;Ligne;Enregistrement;Champ;Anomalie;Valeur lue;Valeur retenue;Valeur remplacée
Repris avec correction automatique;export_tarifs_cavegest.csv;22;Produit GRA233;price_expo;Prix saisi TTC, converti en HT;20,36;16.97;
Repris avec correction automatique;export_tarifs_cavegest.csv;23;Produit LE236;price_expo;Prix saisi TTC, converti en HT;17,69;14.74;
Repris avec correction automatique;export_tarifs_cavegest.csv;24;Produit COT213;price_expo;Prix saisi TTC, converti en HT;37,22;31.02;
Repris avec correction automatique;export_tarifs_cavegest.csv;25;Produit VIE202;price_expo;Prix saisi TTC, converti en HT;38,33;31.94;
Repris avec correction automatique;export_tarifs_cavegest.csv;26;Produit VIE226;price_expo;Prix saisi TTC, converti en HT;37,70;31.42;
Repris avec correction automatique;export_tarifs_cavegest.csv;28;Produit FUTNM1;price_expo;Prix saisi TTC, converti en HT;8,56;7.13;
Repris avec correction automatique;export_tarifs_cavegest.csv;29;Produit CUV194;price_expo;Prix saisi TTC, converti en HT;30,83;25.69;
Repris avec correction automatique;export_tarifs_cavegest.csv;30;Produit SELNM6;price_expo;Prix saisi TTC, converti en HT;8,64;7.2;
Repris avec correction automatique;export_tarifs_cavegest.csv;31;Produit CLONM6;price_expo;Prix saisi TTC, converti en HT;28,69;23.91;
Repris avec correction automatique;export_tarifs_cavegest.csv;34;Produit COT239;price_expo;Prix saisi TTC, converti en HT;20,95;17.46;
Repris avec correction automatique;export_tarifs_cavegest.csv;35;Produit LESNM3;price_expo;Prix saisi TTC, converti en HT;24,01;20.01;
Repris avec correction automatique;export_tarifs_cavegest.csv;36;Produit TRANM8;price_expo;Prix saisi TTC, converti en HT;18,23;15.19;
Repris avec correction automatique;export_tarifs_cavegest.csv;40;Produit TERNM4;price_expo;Prix saisi TTC, converti en HT;12,68;10.57;
Repris avec correction automatique;export_tarifs_cavegest.csv;41;Produit FUTNM2;price_expo;Prix saisi TTC, converti en HT;36,79;30.66;
Repris avec correction automatique;export_tarifs_cavegest.csv;42;Produit LA223;price_expo;Prix saisi TTC, converti en HT;18,68;15.57;
Repris avec correction automatique;export_tarifs_cavegest.csv;43;Produit CLO237;price_expo;Prix saisi TTC, converti en HT;36,58;30.48;
Repris avec correction automatique;export_tarifs_cavegest.csv;44;Produit CUVNM3;price_expo;Prix saisi TTC, converti en HT;37,42;31.18;
Repris avec correction automatique;export_tarifs_cavegest.csv;45;Produit CLO233;price_expo;Prix saisi TTC, converti en HT;27,44;22.87;
Repris avec correction automatique;export_tarifs_cavegest.csv;46;Produit BEL209;price_expo;Prix saisi TTC, converti en HT;14,60;12.17;
Repris avec correction automatique;export_tarifs_cavegest.csv;47;Produit SEL219;price_expo;Prix saisi TTC, converti en HT;29,48;24.57;
Repris avec correction automatique;export_tarifs_cavegest.csv;48;Produit LES239;price_expo;Prix saisi TTC, converti en HT;21,06;17.55;
Repris avec correction automatique;export_tarifs_cavegest.csv;49;Produit LES206;price_expo;Prix saisi TTC, converti en HT;26,78;22.32;
Repris avec correction automatique;export_tarifs_cavegest.csv;50;Produit LENM5;price_expo;Prix saisi TTC, converti en HT;24,24;20.2;
Repris avec correction automatique;export_tarifs_cavegest.csv;51;Produit LES211;price_expo;Prix saisi TTC, converti en HT;34,04;28.37;
Repris avec correction automatique;export_tarifs_cavegest.csv;52;Produit CUVNM9;price_expo;Prix saisi TTC, converti en HT;39,76;33.13;
Repris avec correction automatique;export_tarifs_cavegest.csv;53;Produit SEL236;price_expo;Prix saisi TTC, converti en HT;22,84;19.03;
Repris avec correction automatique;export_tarifs_cavegest.csv;54;Produit LE201;price_expo;Prix saisi TTC, converti en HT;23,02;19.18;
Repris avec correction automatique;export_tarifs_cavegest.csv;55;Produit LA203;price_expo;Prix saisi TTC, converti en HT;16,57;13.81;
Repris avec correction automatique;export_tarifs_cavegest.csv;56;Produit CUV218;price_expo;Prix saisi TTC, converti en HT;25,87;21.56;
Repris avec correction automatique;export_tarifs_cavegest.csv;57;Produit LES199;price_expo;Prix saisi TTC, converti en HT;34,92;29.1;
Repris avec correction automatique;export_tarifs_cavegest.csv;60;Produit GRA226;price_expo;Prix saisi TTC, converti en HT;6,29;5.24;
Repris avec correction automatique;export_tarifs_cavegest.csv;61;Produit COT237;price_expo;Prix saisi TTC, converti en HT;21,73;18.11;
Repris avec correction automatique;export_tarifs_cavegest.csv;62;Produit FUTNM7;container;Contenant lu comme un carton;6 x 75;"{:type=>""case"", :units=>6, :volume_ml=>750}";
Repris avec correction automatique;export_tarifs_cavegest.csv;62;Produit FUTNM7;price_expo;Prix saisi TTC, converti en HT;13,22;11.02;
Repris avec correction automatique;export_tarifs_cavegest.csv;63;Produit CLO238;price_expo;Prix saisi TTC, converti en HT;23,20;19.33;
Repris avec correction automatique;export_tarifs_cavegest.csv;64;Produit COT207;price_expo;Prix saisi TTC, converti en HT;31,40;26.17;
Repris avec correction automatique;export_tarifs_cavegest.csv;65;Produit LA211;price_expo;Prix saisi TTC, converti en HT;25,57;21.31;
Repris avec correction automatique;export_tarifs_cavegest.csv;66;Produit LE206;price_expo;Prix saisi TTC, converti en HT;33,59;27.99;
Repris avec correction automatique;export_tarifs_cavegest.csv;67;Produit CUV216;price_expo;Prix saisi TTC, converti en HT;8,98;7.48;
Repris avec correction automatique;export_tarifs_cavegest.csv;68;Produit LES221;price_expo;Prix saisi TTC, converti en HT;22,42;18.68;
Repris avec correction automatique;export_tarifs_cavegest.csv;69;Produit LESNM9;price_expo;Prix saisi TTC, converti en HT;33,02;27.52;
Repris avec correction automatique;export_tarifs_cavegest.csv;70;Produit LES193;price_expo;Prix saisi TTC, converti en HT;37,69;31.41;
Repris avec correction automatique;export_tarifs_cavegest.csv;71;Produit SEL213;price_expo;Prix saisi TTC, converti en HT;17,50;14.58;
Repris avec correction automatique;export_tarifs_cavegest.csv;73;Produit CLO198;price_expo;Prix saisi TTC, converti en HT;26,41;22.01;
Repris avec correction automatique;export_tarifs_cavegest.csv;74;Produit SELNM3;price_expo;Prix saisi TTC, converti en HT;36,88;30.73;
Repris avec correction automatique;export_tarifs_cavegest.csv;75;Produit LANM1;price_expo;Prix saisi TTC, converti en HT;22,99;19.16;
Repris avec correction automatique;export_tarifs_cavegest.csv;76;Produit CLONM5;price_expo;Prix saisi TTC, converti en HT;22,55;18.79;
Repris avec correction automatique;export_tarifs_cavegest.csv;77;Produit SEL197;price_expo;Prix saisi TTC, converti en HT;25,91;21.59;
Repris avec correction automatique;export_tarifs_cavegest.csv;78;Produit VIE199;price_expo;Prix saisi TTC, converti en HT;18,66;15.55;
Repris avec correction automatique;export_tarifs_cavegest.csv;79;Produit COT231;price_expo;Prix saisi TTC, converti en HT;38,10;31.75;
Repris avec correction automatique;export_tarifs_cavegest.csv;80;Produit TERNM9;price_expo;Prix saisi TTC, converti en HT;14,77;12.31;
Repris avec correction automatique;export_tarifs_cavegest.csv;81;Produit CUV193;price_expo;Prix saisi TTC, converti en HT;40,14;33.45;
Repris avec correction automatique;export_tarifs_cavegest.csv;84;Produit TER206;price_expo;Prix saisi TTC, converti en HT;26,21;21.84;
Repris avec correction automatique;export_tarifs_cavegest.csv;85;Produit LES204;price_expo;Prix saisi TTC, converti en HT;18,17;15.14;
Repris avec correction automatique;export_tarifs_cavegest.csv;87;Produit VIENM9;price_expo;Prix saisi TTC, converti en HT;30,84;25.7;
Repris avec correction automatique;export_tarifs_cavegest.csv;88;Produit COTNM2;price_expo;Prix saisi TTC, converti en HT;26,60;22.17;
Repris avec correction automatique;export_tarifs_cavegest.csv;89;Produit FUT209;price_expo;Prix saisi TTC, converti en HT;25,08;20.9;
Repris avec correction automatique;export_tarifs_cavegest.csv;91;Produit CUV192;price_expo;Prix saisi TTC, converti en HT;23,96;19.97;
Repris avec correction automatique;export_tarifs_cavegest.csv;92;Produit GRA222;price_expo;Prix saisi TTC, converti en HT;32,98;27.48;
Repris avec correction automatique;export_tarifs_cavegest.csv;93;Produit VIE211;price_expo;Prix saisi TTC, converti en HT;30,19;25.16;
Repris avec correction automatique;export_tarifs_cavegest.csv;94;Produit LENM6;price_expo;Prix saisi TTC, converti en HT;35,64;29.7;
Repris avec correction automatique;export_tarifs_cavegest.csv;95;Produit GRA235;price_expo;Prix saisi TTC, converti en HT;34,22;28.52;
Repris avec correction automatique;export_tarifs_cavegest.csv;96;Produit LESNM5;price_expo;Prix saisi TTC, converti en HT;39,19;32.66;
Repris avec correction automatique;export_tarifs_cavegest.csv;97;Produit FUT219;price_expo;Prix saisi TTC, converti en HT;16,20;13.5;
Repris avec correction automatique;export_tarifs_cavegest.csv;98;Produit LE228;price_expo;Prix saisi TTC, converti en HT;37,32;31.1;
Repris avec correction automatique;export_tarifs_cavegest.csv;99;Produit TRA205;price_expo;Prix saisi TTC, converti en HT;13;10.83;
Repris avec correction automatique;export_tarifs_cavegest.csv;100;Produit TRA228;price_expo;Prix saisi TTC, converti en HT;18;15.0;
Repris avec correction automatique;export_tarifs_cavegest.csv;102;Produit VIE224;price_expo;Prix saisi TTC, converti en HT;6,13;5.11;
Repris avec correction automatique;export_tarifs_cavegest.csv;103;Produit BELNM3;price_expo;Prix saisi TTC, converti en HT;35,59;29.66;
Repris avec correction automatique;export_tarifs_cavegest.csv;104;Produit TER211;price_expo;Prix saisi TTC, converti en HT;9,83;8.19;
Repris avec correction automatique;export_tarifs_cavegest.csv;108;Produit TRA231;price_expo;Prix saisi TTC, converti en HT;12,30;11.66;
Repris avec correction automatique;export_tarifs_cavegest.csv;109;Produit LES209;price_expo;Prix saisi TTC, converti en HT;13,46;11.22;
Repris avec correction automatique;export_tarifs_cavegest.csv;110;Produit CLONM2;price_expo;Prix saisi TTC, converti en HT;32,95;27.46;
Repris avec correction automatique;export_tarifs_cavegest.csv;112;Produit LE234;price_expo;Prix saisi TTC, converti en HT;15,31;12.76;
Repris avec correction automatique;export_tarifs_cavegest.csv;113;Produit CUV207;price_expo;Prix saisi TTC, converti en HT;35,11;33.28;
Repris avec correction automatique;export_tarifs_cavegest.csv;114;Produit CUV225;price_expo;Prix saisi TTC, converti en HT;22,19;21.03;
Repris avec correction automatique;export_tarifs_cavegest.csv;115;Produit CUV239;price_expo;Prix saisi TTC, converti en HT;31,01;29.39;
Repris avec correction automatique;export_tarifs_cavegest.csv;116;Produit LA226;price_expo;Prix saisi TTC, converti en HT;24,06;22.81;
Repris avec correction automatique;export_tarifs_cavegest.csv;117;Produit BEL205;price_expo;Prix saisi TTC, converti en HT;8,06;6.72;
Repris avec correction automatique;export_tarifs_cavegest.csv;118;Produit LES191;price_expo;Prix saisi TTC, converti en HT;36,49;30.41;
Repris avec correction automatique;export_tarifs_cavegest.csv;119;Produit TER229;price_expo;Prix saisi TTC, converti en HT;28,91;24.09;
Repris avec correction automatique;export_tarifs_cavegest.csv;120;Produit COTNM3;price_expo;Prix saisi TTC, converti en HT;28,43;23.69;
Repris avec correction automatique;export_tarifs_cavegest.csv;121;Produit TRA197;price_expo;Prix saisi TTC, converti en HT;11,43;10.83;
Repris avec correction automatique;export_tarifs_cavegest.csv;123;Produit CUVNM8;price_expo;Prix saisi TTC, converti en HT;19,37;16.14;
Repris avec correction automatique;export_tarifs_cavegest.csv;124;Produit HAU229;price_expo;Prix saisi TTC, converti en HT;12,93;12.26;
Repris avec correction automatique;export_tarifs_cavegest.csv;125;Produit VIE214;price_expo;Prix saisi TTC, converti en HT;30,56;28.97;
Repris avec correction automatique;export_tarifs_cavegest.csv;126;Produit SEL205;price_expo;Prix saisi TTC, converti en HT;39,23;32.69;
Repris avec correction automatique;export_tarifs_cavegest.csv;127;Produit CLONM3;price_expo;Prix saisi TTC, converti en HT;25,84;21.53;
Repris avec correction automatique;export_tarifs_cavegest.csv;128;Produit VIE212;price_expo;Prix saisi TTC, converti en HT;20,18;16.82;
Repris, à vérifier;export_tarifs_cavegest.csv;10;Produit TRA195;container;Contenant sans volume, conservé tel quel;Carton 6;"{:type=>""case"", :units=>6, :volume_ml=>nil}";
Pour information;export_tarifs_cavegest.csv;5;Produit LANM3;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;6;Produit COT196;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;7;Produit SEL208;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;8;Produit COT226;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;10;Produit TRA195;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;13;Produit TRA232;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;14;Produit LENM2;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;15;Produit CUVNM2;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;16;Produit LES205;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;17;Produit HAUNM1;price_part;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;17;Produit HAUNM1;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;23;Produit LE236;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;25;Produit VIE202;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;26;Produit VIE226;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;29;Produit CUV194;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;34;Produit COT239;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;35;Produit LESNM3;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;36;Produit TRANM8;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;40;Produit TERNM4;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;47;Produit SEL219;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;52;Produit CUVNM9;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;53;Produit SEL236;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;54;Produit LE201;price_part;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;56;Produit CUV218;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;57;Produit LES199;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;60;Produit GRA226;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;61;Produit COT237;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;63;Produit CLO238;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;64;Produit COT207;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;65;Produit LA211;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;66;Produit LE206;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;67;Produit CUV216;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;68;Produit LES221;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;69;Produit LESNM9;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;73;Produit CLO198;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;74;Produit SELNM3;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;76;Produit CLONM5;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;78;Produit VIE199;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;79;Produit COT231;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;81;Produit CUV193;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;84;Produit TER206;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;85;Produit LES204;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;88;Produit COTNM2;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;91;Produit CUV192;price_part;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;91;Produit CUV192;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;97;Produit FUT219;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;99;Produit TRA205;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;100;Produit TRA228;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;104;Produit TER211;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;108;Produit TRA231;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;112;Produit LE234;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;115;Produit CUV239;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;118;Produit LES191;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;120;Produit COTNM3;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;123;Produit CUVNM8;price_salon;Grille sans prix : aucun tarif créé;;;
Pour information;export_tarifs_cavegest.csv;124;Produit HAU229;price_salon;Grille sans prix : aucun tarif créé;;;
